# timestamp tx ty tz qx qy qz qw
0 0.7866594216382277 2.1766926109527382 1.0619348147963852 -0.008876671656002 0.0223887592771281 0.1132793364895697 0.9932712318812144
1 0.7867216324174093 2.176730929738698 1.0619423136968136 -0.0089843997078697 0.0224405804014999 0.1134540931268825 0.9932491478304372
2 0.78668418703196 2.1769384225043207 1.0620204409520668 -0.008938217464448 0.0221509744506711 0.1141337185239865 0.99317819996984
3 0.7866579067715928 2.176699791642098 1.0619113905919413 -0.0089252538390714 0.022398515658631 0.1133227797782293 0.9932656210317224
4 0.786715341648706 2.176739461569403 1.061940386476535 -0.0090119615582742 0.0223854633170771 0.1133338702514744 0.9932638669733104
5 0.7867845967598474 2.176834185778312 1.06205053065043 -0.0095278482855736 0.0226148352889877 0.1134607337570304 0.9932393725719976
6 0.7866855906103043 2.176732986835721 1.0619404302405264 -0.0090152077902066 0.022457581649674 0.1131849345260246 0.9932791921968804
7 0.7867056513126744 2.1767868243062733 1.0621230598981892 -0.0098076984009745 0.0219031845308006 0.112981577529335 0.99330721466144
8 0.7866641017488976 2.1766730527727773 1.0619467908547977 -0.0089712637688483 0.0222894385492819 0.1132753611844972 0.9932730691527226
9 0.7867219816890508 2.1767359900182006 1.0619451767489627 -0.0090153175938452 0.0224422709831068 0.1134615889559976 0.9932479732440348
10 0.7866567169090632 2.1770217814466912 1.0621115903145997 -0.0096846992093403 0.0221909644967672 0.1143686566807367 0.993143281739836
11 0.7866253330759518 2.1767878119328707 1.0619476545107986 -0.009312371499599 0.0222596364359317 0.1135981980569635 0.9932337276396752
12 0.7865385968969305 2.176957504661567 1.0620119221976496 -0.0091524726280606 0.021890558283948 0.114389088094863 0.9931526429646328
13 0.7867571479420937 2.1768297134451164 1.06205177812471 -0.0095985045923206 0.0225280833707283 0.1134436668808453 0.9932426131685352
14 0.7867716379266246 2.1768639010748694 1.0620918343666064 -0.0099130527645461 0.0226498365734683 0.1129717288224201 0.993290543987486
15 0.7869040965554347 2.1764634662621325 1.0621145736392592 -0.0079344447768316 0.0231802403710314 0.1127043938598911 0.9933264522034532
16 0.787012260095085 2.1769344903112247 1.0623556031608143 -0.0108091689202636 0.0232066992843104 0.1133537200859242 0.9932248210341216
17 0.7863600499186302 2.177526344472432 1.062327485112303 -0.0141157937551399 0.0227518469829015 0.1139343371681676 0.9931274161151624
18 0.786928052728489 2.1770842568045734 1.0625625181916063 -0.0104477756316058 0.0230251624188665 0.1142096542656834 0.9931348552701436
19 0.786982459837864 2.1770670964057497 1.0626092659011497 -0.010785259662678 0.0230945094887145 0.1147798516602395 0.9930638989804924
20 0.7873912410015816 2.177670977376999 1.063046023958914 -0.0133112882601104 0.0248196100445614 0.1133338257306149 0.9931577117997697
21 0.7873706834139613 2.177976777399432 1.063138039545546 -0.0137684686450861 0.0246337876094304 0.1138968781003075 0.9930916911031862
22 0.7873352342919145 2.177273161474744 1.062583220495867 -0.0115236097263187 0.0239733494243966 0.1134100838476285 0.9931921454672932
23 0.7876382338541345 2.1782173898821764 1.0627566510948203 -0.0173950776312754 0.0236761713564416 0.1139381121210579 0.993053350425037
24 0.7873165597415205 2.1770616039031663 1.0626618631685134 -0.0113027536646468 0.0240381532756333 0.1139306684535869 0.993133534693302
25 0.7870775913748689 2.1767844006863455 1.0622984282647765 -0.0098470156762095 0.0232044994312099 0.1138855999900034 0.9931740318812892
26 0.7877115471194619 2.1768323220214514 1.0628105667782497 -0.0101798216441464 0.0245979613111939 0.1138267528034502 0.9931438878011828
27 0.7870390171439103 2.17703750901032 1.0622947280179655 -0.0106600473197886 0.0231855722841439 0.1136283736512268 0.9931955423431852
28 0.7870621614502614 2.177027111836175 1.0623096345966851 -0.0103914720270997 0.0232911722238643 0.1136177901060641 0.9931971286592418
29 0.7870149683417716 2.1766007299282206 1.0623734683104449 -0.0083481693321228 0.0232084139510245 0.1137046682531883 0.9932084000893832
30 0.7868668399057759 2.177214413242714 1.0623925666453498 -0.0106398622818593 0.0227644931365405 0.1141212445156359 0.9931489881850868
31 0.786815864127279 2.1768976197468968 1.0626351162060217 -0.009110247978217 0.0220939782550086 0.1142816653484479 0.9931608935473788
32 0.7870679388783961 2.1774423043287094 1.0629250923818616 -0.0134480239559552 0.0237208367234475 0.11378518418015 0.9931311113936108
33 0.7869774412003328 2.177057987815905 1.0623853575568225 -0.0106638110757885 0.0230488669961685 0.1134780327437045 0.9932158722796124
