# timestamp,tx,ty,tz,qx,qy,qz,qw
1,0.061776466622929425,0.1602161396239528,0.0,-0.9719927021620457,-0.12640848682934985,-0.11255886201124903,0.1630385966081997
2,0.012781965191249328,-0.022947294737149206,0.010790836222076617,0.726111236248971,-0.008396574455683536,-0.6305980857871338,0.2739306925702265
3,-0.005129535335979119,0.00821388578781588,-0.07083547944651333,0.5719653172233615,-0.10903973116683031,-0.24006287515432667,0.7767469529346626
4,-0.038918615870677964,-0.08944639950078627,-0.11454657842195796,-0.2725757887222389,-0.0008740376863863031,0.2832944353062082,0.9194813420538279
5,-0.003996440035482212,0.08925654141024844,-0.036581530519953845,-0.6782356280989491,0.29350936698843233,-0.5761801934666912,0.34909177722192186
6,-0.1630156842234899,0.12506402545484285,-0.056835911684018185,0.3210817986289369,0.5306651217759933,-0.4072758140772953,0.6703934802691276
7,0.009329112655461089,0.01521706891601275,-0.03884303909061469,-0.26060164842344924,0.3570817208256979,-0.42527290194360345,0.7897609665991385
8,0.11438522774323588,0.053149590125590104,-0.08431875880395774,-0.38424506551518733,0.4907435571567785,-0.78102810022698,0.03900765812216317
9,-0.021241050706119927,0.0012137160701318184,0.004290993134155819,0.43975949765404726,0.5881871647612278,0.474382773895736,0.48539512488713277
10,0.003689463896340466,0.008490532051218557,-0.016566073295079104,-0.10428903190685529,0.7620337483589376,0.014164972959949368,0.6389270050068336
11,0.04940244650761332,-0.0028073504540880694,0.014024603798820916,-0.3849539281139363,-0.4875992384614087,-0.6857576620766382,0.3792016413264685
12,-0.03338218201514846,0.15246250617065038,-0.037829310907505825,0.22862032266693005,0.17620229621765535,0.07995556595302168,0.9540925564872762
13,-0.005354604892492171,0.1027120476058042,0.028251275181968256,-0.9209241416677016,0.3495073942199398,0.14111550031789102,0.09914495574271778
14,-0.11991838572812513,-0.11200076605592928,-0.004493372020976556,-0.48724241851507705,0.8415052108503076,-0.23319353244133711,0.009196854836779081
15,0.11582828664608946,0.05771313570271648,0.03041006719045305,-0.49543881930789035,-0.7670447047900848,0.38597416114863137,-0.13117447961362555
16,-0.04490913834374972,0.12111520287228722,0.019241072316999702,-0.6594608982788375,0.3731734672206056,0.5453775440095103,0.3583520915161165
17,0.07993120523425909,-0.008431079611507256,0.11327236128283842,0.9035614755171866,0.033467645667153684,-0.3484869376299281,0.2470089693837399
18,-0.1741029942263386,0.061952061708317366,-0.018871670088832757,0.8325444988947956,0.40120606219565397,0.37194700692812865,0.08694122758897038
19,-0.05255567595250922,-0.27257265399774594,-0.02545233262194615,-0.19141764120065458,0.6910048085346813,-0.5958693029181152,0.3616786074113386
20,0.15314409083499542,0.10787377595645417,0.06926298361202365,-0.647972136560701,-0.7021538450478472,0.25643045795613645,-0.14613523995905348
21,-0.07365914526719888,0.15687513860841482,-0.11303822999544401,-0.7367745409223205,-0.5755688922730922,-0.248526006734237,0.2532164095649481
22,0.023122182007602684,-0.1324897210032662,0.16846450399398474,-0.8781376573954764,-0.46051891505440745,0.12924115699467967,-0.009659548631944397
23,-0.04934887665521881,0.034800823753253135,-0.013954314189647937,0.5236851623558798,-0.5827745928771666,-0.6212166652062083,0.014747186010432595
24,0.07618053248268125,-0.052342567386538044,0.084987695212102,-0.0509975677606373,0.15679923365873152,0.9430796849232415,0.28881474389582923
25,-0.13380661498965735,0.023355403788307083,0.004461626066609623,-0.2482357070790771,-0.8637427499679309,0.23909442100320816,-0.36764297008637026
26,0.014622482275159629,-0.08528999416642113,-0.14970937831397949,0.0727787040336336,0.5645829232378786,0.6512670271113985,0.501797411735889
27,-0.0006357877805333938,-0.14620904131052548,-0.10073298325312476,0.24419459318786285,0.6745075874506913,0.6914145079317834,0.08575834274700062
28,-0.14586322393330328,-0.14879552617412506,-0.05722561807839385,0.05247162050277697,0.09863605391826367,0.920177028574625,0.3752224593395491
29,-0.0015143688244495604,0.01415543415285412,-0.14512170947451805,-0.6002370577726954,0.05446804416729678,-0.7720604120813597,0.20167158138351662
30,-0.19464454744435983,-0.06561283658617664,-0.025754004613100196,-0.9599760270966307,-0.036207920906556466,0.025475567206416947,0.2765610408913463
31,-0.1076485036959991,0.02602806681811099,0.006434684330468379,0.7613057567687809,-0.43524224188868166,-0.48051984180329377,-0.008855349782255384
32,-0.07306286542704941,0.09999743230091966,0.17787886595239327,0.2812343931346312,-0.4206167189572135,-0.862320898379721,0.01978534986941001
33,-0.025981722301420377,-0.0057280347828369185,0.19646132590991114,0.2838435964628269,0.8956149198936532,-0.023229147571969616,0.3417120640451736
34,-0.07722904252076788,-0.00030313398748079985,-0.10057493865249606,-0.7383723001386645,0.21855176211098618,-0.5593459524919282,0.30687714006914624
35,-0.19345340185562307,0.0406149004356166,0.08056877270313499,-0.23996714179675052,0.1035837786166765,0.8136400666505473,0.5193033926389103
36,0.08820231079769013,0.11230254621413237,0.08461753665568007,0.3468495319637501,0.8929666073388398,0.2868430187387122,0.005207970348647811
37,-0.003202105731331208,0.06570238291473174,0.009358043257167969,-0.34342587034339994,0.4458119512208826,-0.7258798086307761,0.39548562445385516
38,-0.12911927280846763,0.002995470564072994,-0.006997658591498428,-0.2905054293815502,0.09926645984321032,0.4772285846365126,0.8234109808934226
39,-0.05343173316793726,0.08875774256612547,-0.0016374452818591113,0.6241269795160589,0.30544269731191154,0.16576335582152382,0.699780524140085
40,0.0026792388495253216,-0.11608486342206437,-0.1359288437214108,0.42832220710999136,0.6801246261839416,0.20543937180750316,0.5583594221161832
41,0.09635972924349123,-0.15510506342503896,0.08431868068913942,-0.09398219983720144,-0.11152363784486141,-0.7656536905473902,0.6265015965396815
42,0.1276260990490696,0.003508030532144624,0.008149624659931118,0.513576221933456,-0.03106612607650859,-0.855846228276384,0.0529300823751834
43,-0.013436575163717391,-0.0030553990155100515,-0.019309757215108112,-0.48994856761948413,0.318230325164956,-0.05100862350894089,0.8099864082567962
44,0.0047632247409806735,0.06607362487186348,-0.1756961354118991,-0.22894092235221558,0.6783491874021403,-0.66872683646136,-0.2005812858163849
45,-0.0388006002424399,0.05933175354985327,-0.14704120547793983,0.4534607121942695,-0.46564916297453024,-0.38292004108214667,0.6564422911841014
46,-0.1704686709186814,-0.0960551800444881,0.03578305886668153,0.38960946118094775,0.018124291575380785,-0.8338123109175442,0.3906827459403947
47,0.01699666958514283,-0.021306008600438325,0.047932490226578514,0.13239322790480484,-0.900798897120792,-0.09707547756874099,0.402007129048369
48,0.09210602201494807,-0.022454428538567946,-0.1911598960333024,0.06506444260277812,0.711785762301952,0.6987865521768123,-0.028722837427075404
49,-0.13687459640070057,-0.20971248789857136,-0.015213448726754876,-0.10889600026040001,0.3610171102724722,0.45349754691243627,0.8075569838483246
50,-0.057524185932368535,0.018239222123388993,-0.0846013211779766,0.7879395878609559,-0.05566096377264412,-0.5421591662062031,0.28655976949321116
51,0.013742004611165141,0.007835852195362652,0.08766484783454272,0.3148961313225599,-0.3086338511296495,0.8199797374384358,0.36499151031956956
52,0.007484820291273642,-0.0069333857982157585,0.02604398088895586,0.6525538021278308,0.015774341115209256,0.23049257743160217,0.7216632713667988
53,-0.004575831529177354,0.1581672273662021,-0.012055741939066278,0.4445710919560259,0.17537884377088706,-0.6134098049565087,0.6287505201093925
54,-0.10246151962724763,-0.05079080226369272,-0.15900202161548238,-0.3360822259051257,-0.48984110441818296,-0.5142657411935779,0.618575118548791
55,-0.16601884283350288,-0.17875006182463318,0.06702640450027748,0.7329578853123025,0.33101112042921343,0.5940947909769613,0.015992368328526685
56,0.04162546817142429,0.07370366544980406,-0.11168765514584851,-0.3705833256484844,-0.14214789181970938,0.74071557722888,0.5420354317321041
